"TimeCreated","Id","Message"
"5/16/2026 2:38:02 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		Administrator@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{c9133320-9bfa-3084-49a5-d5cf5f99835f}  Service Information: 	Service Name:		DC01$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1000  Network Information: 	Client Address:		::1 	Client Port:		0  Additional Information: 	Ticket Options:		0x40810000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:29:40 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		WIN10-CLOIENT$@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{518965b5-c8bf-07a7-bfcf-3f6ea08455c6}  Service Information: 	Service Name:		WIN10-CLOIENT$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1106  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		57211  Additional Information: 	Ticket Options:		0x40810000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:28:10 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		alice.hr@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{f554a94d-6ee1-c81c-d281-389a90e70316}  Service Information: 	Service Name:		krbtgt 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-502  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		57176  Additional Information: 	Ticket Options:		0x60810010 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:28:10 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		alice.hr@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{f554a94d-6ee1-c81c-d281-389a90e70316}  Service Information: 	Service Name:		DC01$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1000  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		57175  Additional Information: 	Ticket Options:		0x40810000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:21:58 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		alice.hr@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{957e3b32-7bf9-7e12-7940-8dad732e5cae}  Service Information: 	Service Name:		DC01$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1000  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		57005  Additional Information: 	Ticket Options:		0x40800000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:21:57 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		alice.hr@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{359db2da-ccbb-4d09-881e-aca51e1ca4e9}  Service Information: 	Service Name:		WIN10-CLOIENT$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1106  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		57002  Additional Information: 	Ticket Options:		0x40810000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:21:29 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		Administrator@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{f37dab56-a607-97f5-1181-62df31a48544}  Service Information: 	Service Name:		krbtgt 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-502  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		56996  Additional Information: 	Ticket Options:		0x60810010 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:21:29 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		Administrator@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{f37dab56-a607-97f5-1181-62df31a48544}  Service Information: 	Service Name:		DC01$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1000  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		56995  Additional Information: 	Ticket Options:		0x40810000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:20:38 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		Administrator@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{c745a252-d9a4-3b5d-daa5-1ae52e95ef30}  Service Information: 	Service Name:		DC01$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1000  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		56990  Additional Information: 	Ticket Options:		0x40800000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:20:38 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		Administrator@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{c745a252-d9a4-3b5d-daa5-1ae52e95ef30}  Service Information: 	Service Name:		DC01$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1000  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		56986  Additional Information: 	Ticket Options:		0x40810000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
"5/16/2026 2:19:53 AM","4769","A Kerberos service ticket was requested.  Account Information: 	Account Name:		Administrator@CORP.LOCAL 	Account Domain:		CORP.LOCAL 	Logon GUID:		{8b9e33ac-1408-5679-6787-45b20f8e66fe}  Service Information: 	Service Name:		WIN10-CLOIENT$ 	Service ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-1106  Network Information: 	Client Address:		::ffff:192.168.100.20 	Client Port:		56976  Additional Information: 	Ticket Options:		0x40810000 	Ticket Encryption Type:	0x12 	Failure Code:		0x0 	Transited Services:	-  This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.  This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.  Ticket options, encryption types, and failure codes are defined in RFC 4120."
