"TimeCreated","Id","Message"
"5/16/2026 2:38:02 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7  Logon Information: 	Logon Type:		7 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-21-REDACTED-REDACTED-REDACTED-500 	Account Name:		Administrator 	Account Domain:		CORP 	Logon ID:		0x27877A 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{c9133320-9bfa-3084-49a5-d5cf5f99835f}  Process Information: 	Process ID:		0x404 	Process Name:		C:\Windows\System32\svchost.exe  Network Information: 	Workstation Name:	DC01 	Source Network Address:	127.0.0.1 	Source Port:		0  Detailed Authentication Information: 	Logon Process:		User32  	Authentication Package:	Negotiate 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:38:02 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x278510 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{98288201-30ec-21db-49bb-4c06bceeb9b0}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	::1 	Source Port:		0  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:38:02 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Delegation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x27842B 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{8291e7c3-1d8d-be83-6b5f-254ce3cfb402}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	fe80::82:b01f:cc61:77d 	Source Port:		57373  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:38:02 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x278358 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{3e5dd1b7-eef6-1a09-1076-fac7272fa3de}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	192.168.100.10 	Source Port:		57372  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:38:02 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x27830D 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{98288201-30ec-21db-49bb-4c06bceeb9b0}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	::1 	Source Port:		0  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:38:02 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x278220 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{3e5dd1b7-eef6-1a09-1076-fac7272fa3de}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	fe80::82:b01f:cc61:77d 	Source Port:		57371  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:38:01 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x278147 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{e6f2f2bf-ce88-28d3-473a-ec4b1cad9ff1}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	fe80::82:b01f:cc61:77d 	Source Port:		57370  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:38:01 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x2780C4 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{e6f2f2bf-ce88-28d3-473a-ec4b1cad9ff1}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	fe80::82:b01f:cc61:77d 	Source Port:		57369  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:37:50 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7  Logon Information: 	Logon Type:		5 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		SYSTEM 	Account Domain:		NT AUTHORITY 	Logon ID:		0x3E7 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Process Information: 	Process ID:		0x278 	Process Name:		C:\Windows\System32\services.exe  Network Information: 	Workstation Name:	- 	Source Network Address:	- 	Source Port:		-  Detailed Authentication Information: 	Logon Process:		Advapi   	Authentication Package:	Negotiate 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:37:50 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7  Logon Information: 	Logon Type:		5 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		SYSTEM 	Account Domain:		NT AUTHORITY 	Logon ID:		0x3E7 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Process Information: 	Process ID:		0x278 	Process Name:		C:\Windows\System32\services.exe  Network Information: 	Workstation Name:	- 	Source Network Address:	- 	Source Port:		-  Detailed Authentication Information: 	Logon Process:		Advapi   	Authentication Package:	Negotiate 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
"5/16/2026 2:37:39 AM","4624","An account was successfully logged on.  Subject: 	Security ID:		S-1-0-0 	Account Name:		- 	Account Domain:		- 	Logon ID:		0x0  Logon Information: 	Logon Type:		3 	Restricted Admin Mode:	- 	Virtual Account:		No 	Elevated Token:		Yes  Impersonation Level:		Impersonation  New Logon: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon ID:		0x275D98 	Linked Logon ID:		0x0 	Network Account Name:	- 	Network Account Domain:	- 	Logon GUID:		{e6f2f2bf-ce88-28d3-473a-ec4b1cad9ff1}  Process Information: 	Process ID:		0x0 	Process Name:		-  Network Information: 	Workstation Name:	- 	Source Network Address:	::1 	Source Port:		57367  Detailed Authentication Information: 	Logon Process:		Kerberos 	Authentication Package:	Kerberos 	Transited Services:	- 	Package Name (NTLM only):	- 	Key Length:		0  This event is generated when a logon session is created. It is generated on the computer that was accessed.  The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.  The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).  The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.  The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.  The impersonation level field indicates the extent to which a process in the logon session can impersonate.  The authentication information fields provide detailed information about this specific logon request. 	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. 	- Transited services indicate which intermediate services have participated in this logon request. 	- Package name indicates which sub-protocol was used among the NTLM protocols. 	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
