"TimeCreated","Id","Message"
"5/16/2026 2:38:02 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		Administrator 	Account Domain:		CORP 	Logon GUID:		{c9133320-9bfa-3084-49a5-d5cf5f99835f}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x404 	Process Name:		C:\Windows\System32\svchost.exe  Network Information: 	Network Address:	127.0.0.1 	Port:			0  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/16/2026 12:24:10 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		Administrator 	Account Domain:		CORP 	Logon GUID:		{2ab1400a-c09f-1a7a-46fa-526c4032018c}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x404 	Process Name:		C:\Windows\System32\svchost.exe  Network Information: 	Network Address:	127.0.0.1 	Port:			0  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/16/2026 12:24:01 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon GUID:		{f006c460-c92d-5f0b-2dcc-ee2307c71208}  Target Server: 	Target Server Name:	dc01$ 	Additional Information:	dc01$  Process Information: 	Process ID:		0xd18 	Process Name:		C:\Windows\System32\taskhostw.exe  Network Information: 	Network Address:	- 	Port:			-  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/16/2026 12:24:01 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon GUID:		{f006c460-c92d-5f0b-2dcc-ee2307c71208}  Target Server: 	Target Server Name:	dc01$ 	Additional Information:	dc01$  Process Information: 	Process ID:		0xd18 	Process Name:		C:\Windows\System32\taskhostw.exe  Network Information: 	Network Address:	- 	Port:			-  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/16/2026 10:23:17 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		DWM-1 	Account Domain:		Window Manager 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x230 	Process Name:		C:\Windows\System32\winlogon.exe  Network Information: 	Network Address:	- 	Port:			-  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/16/2026 10:23:07 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		UMFD-0 	Account Domain:		Font Driver Host 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x1fc 	Process Name:		C:\Windows\System32\wininit.exe  Network Information: 	Network Address:	- 	Port:			-  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/16/2026 10:23:07 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		UMFD-1 	Account Domain:		Font Driver Host 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x230 	Process Name:		C:\Windows\System32\winlogon.exe  Network Information: 	Network Address:	- 	Port:			-  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/16/2026 12:14:49 AM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		Administrator 	Account Domain:		CORP 	Logon GUID:		{a4e04f65-cbc2-0862-6fc7-6c8c1dc5be2e}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x798 	Process Name:		C:\Windows\System32\svchost.exe  Network Information: 	Network Address:	127.0.0.1 	Port:			0  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/15/2026 11:53:36 PM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		Administrator 	Account Domain:		CORP 	Logon GUID:		{8c3b4bd1-ceea-ff15-14aa-7d6cac8b24eb}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x798 	Process Name:		C:\Windows\System32\svchost.exe  Network Information: 	Network Address:	127.0.0.1 	Port:			0  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/15/2026 11:38:58 PM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		Administrator 	Account Domain:		CORP 	Logon GUID:		{ef59500a-1875-86e0-6797-63fc0a1e4655}  Target Server: 	Target Server Name:	localhost 	Additional Information:	localhost  Process Information: 	Process ID:		0x798 	Process Name:		C:\Windows\System32\svchost.exe  Network Information: 	Network Address:	127.0.0.1 	Port:			0  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
"5/15/2026 11:21:47 PM","4648","A logon was attempted using explicit credentials.  Subject: 	Security ID:		S-1-5-18 	Account Name:		DC01$ 	Account Domain:		CORP 	Logon ID:		0x3E7 	Logon GUID:		{00000000-0000-0000-0000-000000000000}  Account Whose Credentials Were Used: 	Account Name:		DC01$ 	Account Domain:		CORP.LOCAL 	Logon GUID:		{70897898-c979-7d3a-f1b7-adac27ba2c01}  Target Server: 	Target Server Name:	dc01$ 	Additional Information:	dc01$  Process Information: 	Process ID:		0xa38 	Process Name:		C:\Windows\System32\taskhostw.exe  Network Information: 	Network Address:	- 	Port:			-  This event is generated when a process attempts to log on an account by explicitly specifying that account’s credentials.  This most commonly occurs in batch-type configurations such as scheduled tasks, or when using the RUNAS command."
